id,description,type,length,h,d_eff,w,fc_n,fc_e,d_flange,b_eff,a,e,iz,iz_simp,trib_wt_1,trib_wt_2,stiff_factor,Mn_pos,Mn_neg,Mp_pos,Mp_neg,a_hinge,b_hinge,c_hinge,iz_model,critical_mode,stiff_factor_model,As,n_b,As_d,clear_cover,w_p,s_p,rho_s,b_c,d_c,rho_cc
1112,outer column story 12,column,120,36,33.5,24,5000,6500,0,0,864,4030508.65276332,65318.4,65318.4,0,0,0.7,10877584.1184005,10877584.1184005,13154402.0675232,13154402.0675232,0.0710979689827435,0.171097968982743,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[4 0 2 2 0 4],[2.5 0 12 24 0 33.5],2,10.5,3,0.00701248360176293,20.5,32.5,0.0141460081962767
1201,inner column story 1,column,138,42,39.5,30,7000,9100,0,0,1260,4768962.15124423,129654,129654,0,0,0.7,27911163.7025751,27911163.7025751,33116248.1536801,33116248.1536801,0.0766999909495239,0.176699990949524,0.2,129654,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 14.83 27.17 0 39.5],2,9,2,0.010471975511966,26.5,38.5,0.0138565713708935
1202,inner column story 2,column,114,42,39.5,30,7000,9100,0,0,1260,4768962.15124423,129654,129654,0,0,0.7,27150827.1674852,27150827.1674852,32232169.9832382,32232169.9832382,0.0773786791170095,0.17737867911701,0.2,129654,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 14.83 27.17 0 39.5],2,9,2,0.010471975511966,26.5,38.5,0.0138565713708935
1203,inner column story 3,column,114,42,39.5,30,7000,9100,0,0,1260,4768962.15124423,129654,129654,0,0,0.7,26436056.8355979,26436056.8355979,31401214.9417918,31401214.9417918,0.078063372730167,0.178063372730167,0.2,129654,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 14.83 27.17 0 39.5],2,9,2,0.010471975511966,26.5,38.5,0.0138565713708935
1204,inner column story 4,column,114,42,39.5,30,7000,9100,0,0,1260,4768962.15124423,129654,129654,0,0,0.7,25668879.0677656,25668879.0677656,30507033.1426908,30507033.1426908,0.0787541249288322,0.178754124928832,0.2,129654,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 14.83 27.17 0 39.5],2,9,2,0.010471975511966,26.5,38.5,0.0138565713708935
1205,inner column story 5,column,114,42,39.5,30,7000,9100,0,0,1260,4768962.15124423,129654,129654,0,0,0.7,24948897.1201115,24948897.1201115,29667962.2212356,29667962.2212356,0.0794509893230543,0.179450989323054,0.2,129654,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 14.83 27.17 0 39.5],2,9,2,0.010471975511966,26.5,38.5,0.0138565713708935
1206,inner column story 6,column,114,42,39.5,30,7000,9100,0,0,1260,4768962.15124423,129654,129654,0,0,0.7,24172546.0682521,24172546.0682521,28760872.5087979,28760872.5087979,0.0801540199972569,0.180154019997257,0.2,129654,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 14.83 27.17 0 39.5],2,9,2,0.010471975511966,26.5,38.5,0.0138565713708935
1207,inner column story 7,column,114,42,39.5,30,7000,9100,0,0,1260,4768962.15124423,129654,129654,0,0,0.7,23408081.4106887,23408081.4106887,27866907.4203976,27866907.4203976,0.0808632715144356,0.180863271514436,0.2,129654,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 14.83 27.17 0 39.5],2,9,2,0.010471975511966,26.5,38.5,0.0138565713708935
1208,inner column story 8,column,114,42,39.5,30,7000,9100,0,0,1260,4768962.15124423,129654,129654,0,0,0.7,22656290.4354658,22656290.4354658,26987027.6572051,26987027.6572051,0.0815787989203923,0.181578798920392,0.2,129654,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 14.83 27.17 0 39.5],2,9,2,0.010471975511966,26.5,38.5,0.0138565713708935
1209,inner column story 9,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,18248049.0062777,18248049.0062777,21727286.0606906,21727286.0606906,0.0739824584692902,0.17398245846929,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12 24 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1210,inner column story 10,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,17630314.4527487,17630314.4527487,21008928.7223089,21008928.7223089,0.0749390772446383,0.174939077244638,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[7 0 2 2 0 7],[2.5 0 12 24 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0212190122944151
1211,inner column story 11,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,11890228.0444562,11890228.0444562,14180411.6647056,14180411.6647056,0.0723470131220779,0.172347013122078,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[4 0 2 2 0 4],[2.5 0 12 24 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0141460081962767
1212,inner column story 12,column,120,36,33.5,24,7000,9100,0,0,864,4768962.15124423,65318.4,65318.4,0,0,0.7,11223786.2984828,11223786.2984828,13396827.4609468,13396827.4609468,0.0733066754355025,0.173306675435502,0.2,65318.4,flexure,0.7,[0.79 0 0.79 0.79 0 0.79],[4 0 2 2 0 4],[2.5 0 12 24 0 33.5],2,7,3,0.00934997813568391,20.5,32.5,0.0141460081962767
2101,beam story 1,beam,198,42,39.5625,30,5000,6500,8,46.5,1260,4030508.65276332,77159.0810344827,64827,0.1375,0.1375,0.35,13072735.4223493,17756646.3983135,15817788.5257345,21485241.5030589,0.0528446487626589,0.152844648762659,0.2,110227.25862069,flexure,0.5,[0.6 0 0 0 0 0.6],[8 0 0 0 0 10],[2.44 0 0 0 0 39.56],2,26,3,0.00373999125427356,26.5,38.5,0.0106089374558403
2102,beam story 2,beam,198,42,39.5625,30,5000,6500,8,46.5,1260,4030508.65276332,77159.0810344827,64827,0.1375,0.1375,0.35,14625913.0818015,17773464.3514173,17697107.1967227,21505590.9415688,0.0529785457223882,0.152978545722388,0.2,110227.25862069,flexure,0.5,[0.6 0 0 0 0 0.6],[9 0 0 0 0 10],[2.44 0 0 0 0 39.56],2,26,3,0.00373999125427356,26.5,38.5,0.0111983228700537
2103,beam story 3,beam,198,42,39.5625,30,5000,6500,8,46.5,1260,4030508.65276332,77159.0810344827,64827,0.1375,0.1375,0.35,16245202.9432694,19357112.0922132,19656420.5128002,23421777.895092,0.0596882352614444,0.159688235261444,0.2,110227.25862069,flexure,0.5,[0.6 0 0 0 0 0.6],[10 0 0 0 0 11],[2.44 0 0 0 0 39.56],2,26,2.5,0.00436332312998582,26.5,38.5,0.0123770936984804
2104,beam story 4,beam,198,42,39.5625,30,5000,6500,8,46.5,1260,4030508.65276332,77159.0810344827,64827,0.1375,0.1375,0.35,16196671.4594806,17773356.8389634,19597698.2391053,21505460.8533198,0.0594017648602222,0.159401764860222,0.2,110227.25862069,flexure,0.5,[0.6 0 0 0 0 0.6],[10 0 0 0 0 10],[2.44 0 0 0 0 39.56],2,26,2.5,0.00436332312998582,26.5,38.5,0.011787708284267
2105,beam story 5,beam,198,42,39.5625,30,5000,6500,8,46.5,1260,4030508.65276332,77159.0810344827,64827,0.1375,0.1375,0.35,14625913.0818015,17773464.3514173,17697107.1967227,21505590.9415688,0.0529785457223882,0.152978545722388,0.2,110227.25862069,flexure,0.5,[0.6 0 0 0 0 0.6],[9 0 0 0 0 10],[2.44 0 0 0 0 39.56],2,26,3,0.00373999125427356,26.5,38.5,0.0111983228700537
2106,beam story 6,beam,198,42,39.5625,30,5000,6500,8,46.5,1260,4030508.65276332,77159.0810344827,64827,0.1375,0.1375,0.35,14625913.0818015,17773464.3514173,17697107.1967227,21505590.9415688,0.0529785457223882,0.152978545722388,0.2,110227.25862069,flexure,0.5,[0.6 0 0 0 0 0.6],[9 0 0 0 0 10],[2.44 0 0 0 0 39.56],2,26,3,0.00373999125427356,26.5,38.5,0.0111983228700537
2107,beam story 7,beam,198,42,39.5625,30,5000,6500,8,46.5,1260,4030508.65276332,77159.0810344827,64827,0.1375,0.1375,0.35,14663607.947796,17773464.3514173,17742717.3463619,21505590.9415688,0.0529785457223882,0.152978545722388,0.2,110227.25862069,flexure,0.5,[0.6 0 0 0 0 0.6],[9 0 0 0 0 10],[2.44 0 0 0 0 39.56],2,26,3,0.00373999125427356,26.5,38.5,0.0111983228700537
2108,beam story 8,beam,198,42,39.5625,30,5000,6500,8,46.5,1260,4030508.65276332,77159.0810344827,64827,0.1375,0.1375,0.35,13088588.2867888,17756646.3983135,15836970.2233004,21485241.5030589,0.0528446487626589,0.152844648762659,0.2,110227.25862069,flexure,0.5,[0.6 0 0 0 0 0.6],[8 0 0 0 0 10],[2.44 0 0 0 0 39.56],2,26,3,0.00373999125427356,26.5,38.5,0.0106089374558403
2109,beam story 9,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,9688632.76208265,10970937.4156828,11723081.6032675,13274648.5233427,0.0476354233440371,0.147635423344037,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[7 0 0 0 0 7],[2.44 0 0 0 0 33.56],2,20,4,0.00363610260832152,20.5,32.5,0.0126356271128201
2110,beam story 10,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,7033982.64716127,10984639.1124891,8510999.91026119,13291227.344494,0.0431684359058856,0.143168435905886,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[5 0 0 0 0 7],[2.44 0 0 0 0 33.56],2,20,4.5,0.00327249234748937,20.5,32.5,0.0108305375252744
2111,beam story 11,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,7039752.2090809,10984639.1124891,8517980.98249912,13291227.344494,0.0431684359058856,0.143168435905886,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[5 0 0 0 0 7],[2.44 0 0 0 0 33.56],2,20,4.5,0.00327249234748937,20.5,32.5,0.0108305375252744
2112,beam story 12,beam,204,36,33.5625,24,5000,6500,8,41,864,4030508.65276332,40973.8410666667,32659.2,0.141666666666667,0.141666666666667,0.35,7033982.64716127,10984639.1124891,8510999.91026119,13291227.344494,0.0431684359058856,0.143168435905886,0.2,58534.0586666667,flexure,0.5,[0.6 0 0 0 0 0.6],[5 0 0 0 0 7],[2.44 0 0 0 0 33.56],2,20,4.5,0.00327249234748937,20.5,32.5,0.0108305375252744
